Name,Type of Agency,Tagline,Ratings,Reviews,Sponsor,MinProjectSize,HourlyRate,TeamSize,Location,ServiceNames,ServicePercentages,Feedback,WebsiteLink,ClutchDirectoryLink
Paper Leaf,Product Design,Web & mobile app experts.,4.7,15 REVIEWS,Yes,"$50,000+",$150 - $199 / hr,10 - 49,"Edmonton, Canada","Product Design,Custom Software Development,Mobile App Development,UX/UI Design,Web Development","15,30,30,15,10",“Paper Leaf put in a huge effort to really understand us and what success looks like for this project.”,https://paper-leaf.com/inbound/clutch-top-developer/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/paper-leaf
Trinetix,Product Design,Trusted digital product partner,5.0,4 REVIEWS,Yes,"$50,000+",$50 - $99 / hr,250 - 999,"Nashville, TN","Product Design,Custom Software Development,Robotics Process Automation","30,50,20","""They have excellent business analysts and designers.""",https://www.trinetix.com/services/experience-design/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/trinetix
AJProTech,Product Design,Product development studio from idea to production,5.0,7 REVIEWS,Yes,"$50,000+",$100 - $149 / hr,10 - 49,"Los Angeles, CA","Product Design,IoT Development,Mobile App Development,Web Development","45,45,5,5","""We essentially had to invent new systems together, and they delivered on that.""",http://ajprotech.com/?utm_source=clutch,https://clutch.co/profile/ajprotech
Speck Design,Product Design,A Top Product Design and Industrial Design Company,5.0,2 REVIEWS,Yes,"$25,000+",$100 - $149 / hr,10 - 49,"San Jose, CA","Product Design,Market Research,UX/UI Design","60,20,20","""I felt that Speck cared about us, our needs, and our future success.""",https://www.speckdesign.com/,https://clutch.co/profile/speck-design-0
Design 1st,Product Design,Full Service Product Design and Engineering Firm,4.7,9 REVIEWS,Yes,"$25,000+",$150 - $199 / hr,10 - 49,"Ottawa, Canada","Product Design,IoT Development","90,10","""The team is able to make good forward progress independent of micromanagement.""",https://www.design1st.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/design-1st
Studio Carbon,Product Design,Realising better futures through design,5.0,4 REVIEWS,Yes,"$10,000+",$50 - $99 / hr,10 - 49,"Amsterdam, Netherlands","Product Design,Branding,UX/UI Design,Graphic Design,Logo","30,25,25,10,10","""Their design philosophy is truly one of a kind.""",https://studiocarbon.in/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/studio-carbon
Craft Innovations,Product Design,"Customer research, UX/UI design, Product design",5.0,17 REVIEWS,Yes,"$10,000+",$100 - $149 / hr,10 - 49,"Toronto, Canada","Product Design,UX/UI Design,Market Research,Web Design","30,30,25,15","""They were always thoughtful in their questions and feedback, and it was clear that they cared about the project.""",https://craftinnovations.global/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/craft-innovations
Dusseau and company,Product Design,Your product team generating impact at scale,4.0,4 REVIEWS,Yes,"$50,000+",$100 - $149 / hr,2 - 9,"Takoma Park, DC","Product Design,Custom Software Development,IT Strategy Consulting,Mobile App Development,Web Development","30,25,15,15,15","""We are very pleased with the services they provide.""",https://dusseauand.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/dusseau-company
Idea House & Co.,Product Design,Product Development,4.5,1 REVIEW,Yes,"$1,000+",$100 - $149 / hr,2 - 9,"La Verne, CA","Product Design,Contract Manufacturing,Business Consulting,Logistics & Supply Chain Consulting","60,20,10,10","""Idea House & Co. is knowledgeable, creative, and responds to the needs of our company.""",https://www.ideahouseandco.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/idea-house-co
Selleo,Product Design,Result-Driven Process ⭐ 150+ Successful Projects ⭐,4.7,30 REVIEWS,Yes,"$10,000+",$25 - $49 / hr,50 - 249,"Bielsko-Biała, Poland","Product Design,Custom Software Development,IT Staff Augmentation,Web Development,Web Design","10,35,25,20,10","""Selleo has vast experience in building scalable, high-quality solutions for businesses in various industries.""",https://selleo.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/selleo
Asymm,Product Design,Proven Nearshore Design and Development Agency,4.9,8 REVIEWS,Yes,"$25,000+",$50 - $99 / hr,10 - 49,"Solana Beach, CA","Product Design,Custom Software Development,Mobile App Development,UX/UI Design,Web Development","20,20,20,20,20","""We're impressed with their emphasis on quality assurance and attention to holistic details.""",https://asymm.com/clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-design,https://clutch.co/profile/asymm
BlueLabel,Product Design,Innovate With Confidence,4.7,57 REVIEWS,No,"$75,000+",$100 - $149 / hr,50 - 249,"New York, NY","Product Design,Mobile App Development,AI Consulting,Web Development","20,50,20,10","""The team has been highly responsive and available for any and all questions.""",https://bluelabellabs.com/clutch?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/bluelabel
Think Company,Product Design,Thoughtful digital experiences that work.,4.9,17 REVIEWS,No,"$50,000+",$150 - $199 / hr,50 - 249,"Conshohocken, PA","Product Design,Enterprise App Modernization,Custom Software Development,UX/UI Design","30,30,20,20","""We were impressed by how fast Think Company understood our business model and specific requirements.""",https://www.thinkcompany.com/clutch?utm_source=clutch.com&utm_medium=referral&utm_campaign=clutch-profile,https://clutch.co/profile/think-company
Grinn,Product Design,Electronic design for a smarter world,4.8,10 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"Wrocław, Poland","Product Design,IoT Development,Custom Software Development","40,40,20","""They offer a complete package of everything needed to create world-class hardware products, from design to production.""",https://grinn-global.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/grinn
Future Processing,Product Design,Great software… because we put people first,4.7,39 REVIEWS,No,"$25,000+",$50 - $99 / hr,250 - 999,"Gliwice, Poland","Product Design,Custom Software Development,Web Development,BI & Big Data Consulting & SI,Cloud Consulting & SI","10,40,20,15,15","""We see the collaboration as a success.""",https://www.future-processing.com/services/digital-product-services/digital-product-discovery/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/future-processing
Mako Design + Invent,Product Design,Hardware Product Development for Small Businesses,5.0,2 REVIEWS,No,"$5,000+",$100 - $149 / hr,10 - 49,"Austin, TX","Product Design,Business Consulting","70,30","""Well-documented process with scheduled points in the process for communication and approval.""",https://www.makodesign.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/mako-design-invent
Tooploox,Product Design,The software dev shop you are looking for.,4.8,32 REVIEWS,No,"$25,000+",$100 - $149 / hr,50 - 249,"Wrocław, Poland","Product Design,AI Development,Custom Software Development,Mobile App Development,Web Development","10,30,30,20,10","""The Tooploox team would go above and beyond of what was required.""",https://www.tooploox.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/tooploox
Together,Product Design,"Full-Service Agency — Brand, Web, Product UI/UX",4.9,34 REVIEWS,No,"$25,000+",$150 - $199 / hr,10 - 49,"London, United Kingdom","Product Design,Branding,UX/UI Design,Web Design,Web Development","20,20,20,20,20","""They have a knack for taking something complicated and making it simple and beautiful.""",https://together.agency/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/together
Supercharge,Product Design,Digital Product Innovation Agency,4.8,18 REVIEWS,No,"$50,000+",Undisclosed,50 - 249,"London, United Kingdom","Product Design,Digital Strategy,Web Development,Mobile App Development,UX/UI Design,Custom Software Development","15,25,20,15,15,10","""They understand what to deliver, and how to do create what you want, not just what you ask for.""",http://www.supercharge.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/supercharge
Softermii,Product Design,We deliver your Product on-time and budget,4.9,34 REVIEWS,No,"$25,000+",$25 - $49 / hr,50 - 249,"Los Angeles, CA","Product Design,Web Development,Mobile App Development,Custom Software Development,E-Commerce Development","10,50,20,10,10","""No one else can provide this kind of response. They’re very reliable.""",https://www.softermii.com/clutch-top-rated-software-development-company?utm_source=clutch&utm_medium=referral,https://clutch.co/profile/softermii
Super User Studio,Product Design,"Digital Product, Design & Innovation for B2B SaaS",4.8,9 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"London, United Kingdom","Product Design,UX/UI Design,Business Consulting","40,40,20","""Super User Studio was very responsive and flexible to our needs.""",https://www.superuserstudio.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/super-user-studio
OAK'S LAB,Product Design,Empowered Product Teams. For Startups.,4.9,18 REVIEWS,No,"$25,000+",$50 - $99 / hr,50 - 249,"Prague, Czech Republic","Product Design,Custom Software Development,Web Development,UX/UI Design,AI Development,Mobile App Development","10,35,20,15,10,10","""They really put the process in a way that I can understand and help me focus on my responsibilities as a CEO.""",https://www.oakslab.com/oaks-digital?utm_source=clutch&utm_medium=referral&utm_campaign=directory&utm_id=directory,https://clutch.co/profile/oaks-lab
Lighthouse,Product Design,The number one UX design partner for product teams,4.9,34 REVIEWS,No,"$50,000+",$150 - $199 / hr,10 - 49,"London, United Kingdom","Product Design,UX/UI Design","10,90",“Our experience working with Lighthouse has been extremely positive; they’ve been a fantastic partner.”,https://wearelighthouse.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/lighthouse-2
Grand Studio,Product Design,UX & AI Research/Design/Strategy,4.9,8 REVIEWS,No,"$100,000+",$200 - $300 / hr,10 - 49,"Chicago, IL","Product Design,Digital Strategy,AI Consulting,UX/UI Design","30,30,20,20","""The team was very collaborative, communicative, and enjoyable to work with.""",http://www.grandstudio.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/grand-studio
nao.design,Product Design,We transform your hardware IDEAS in2 PRODUCTS,4.8,3 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"San Francisco, CA","Product Design,Contract Manufacturing,IoT Development,Packaging Design,UX/UI Design","60,10,10,10,10","“They’re adaptive, and they helped us in every process until the results were perfect.”",https://nao.design/,https://clutch.co/profile/naodesign
TXI,Product Design,Award winning digital product innovation firm,4.9,49 REVIEWS,No,"$50,000+",$200 - $300 / hr,50 - 249,"Chicago, IL","Product Design,Mobile App Development,Custom Software Development,UX/UI Design","10,60,20,10","""The collaborative and positive nature was fantastic.""",https://txidigital.com/contact?utm_campaign=product%20innovation&utm_source=ppc,https://clutch.co/profile/txi
Create Ape,Product Design,Full service UX and development agency,4.8,53 REVIEWS,No,"$5,000+",$100 - $149 / hr,10 - 49,"Irvine, CA","Product Design,UX/UI Design,Web Design,Web Development","20,40,30,10","""We've had many developers drop the ball on website launches, but CreateApe consistently worked out any kinks quickly.""",https://createape.com/clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/create-ape
Aufait UX,Product Design,Empowering brands with exceptional UI UX designs,4.9,23 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"Bengaluru, India","Product Design,UX/UI Design","30,70","""The entire team was very talented, dedicated, and easy to communicate with.""",http://www.aufaitux.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/aufait-ux
Duck.Design,Product Design,You need design done. Just get it!,5.0,12 REVIEWS,No,"$1,000+",Undisclosed,50 - 249,"London, United Kingdom","Product Design,Graphic Design,Branding,Packaging Design,UX/UI Design,Web Design","30,30,10,10,10,10","""They produce high-quality work and are incredibly responsive.""",https://duck.design/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/duckdesign
Metova,Product Design,"Driving success with strategy, mobile & web",5.0,9 REVIEWS,No,"$50,000+",$100 - $149 / hr,50 - 249,"Bentonville, AR","Product Design,Mobile App Development,Web Development,Custom Software Development,UX/UI Design","15,35,20,15,15","""It's been close to 3 years later and I've never doubted Metova has had my organization's best interests in mind.""",https://metova.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=referral,https://clutch.co/profile/metova
Apptension,Product Design,Your creativity and technology partner,4.8,23 REVIEWS,No,"$25,000+",$50 - $99 / hr,50 - 249,"Poznań, Poland","Product Design,Mobile App Development,Custom Software Development,Web Development,UX/UI Design,IT Strategy Consulting","15,30,20,20,10,5","""They are a true partner in the evolution of a product from concept to finished app out in the world.""",https://www.apptension.com/services/product-design-branding/?utm_source=clutch.co&utm_medium=referral&utm_campaign=product_design,https://clutch.co/profile/apptension
Widelab,Product Design,Design a Product that users really desire,4.9,55 REVIEWS,No,"$5,000+",$50 - $99 / hr,50 - 249,"Gdańsk, Poland","Product Design,UX/UI Design,Custom Software Development,Web Design","20,50,20,10","""They have a great combo of design and coding skills.""",https://widelab.co/,https://clutch.co/profile/widelab
UX studio,Product Design,"UX/UI, Web Design, and Research Agency",5.0,33 REVIEWS,No,"$5,000+",$50 - $99 / hr,50 - 249,"Budapest, Hungary","Product Design,UX/UI Design,Web Design","10,55,35","""They brought fresh, innovative ideas to the table and weren't afraid to take risks to create something unique.""",https://uxstudioteam.com/your-design-partner?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/ux-studio
Memory Squared,Product Design,A Design Driven Software House,5.0,12 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"Kraków, Poland","Product Design,Mobile App Development,Custom Software Development,E-Commerce Development,UX/UI Design","20,40,20,10,10","""They seem to take care not only of the technology side but of our entire business.""",https://memory2.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/memory-squared
Robosoft Technologies,Product Design,Simplifying lives through digital experiences,4.7,21 REVIEWS,No,"$50,000+",$100 - $149 / hr,"1,000 - 9,999","San Francisco, CA","Product Design,Mobile App Development,UX/UI Design,Web Development,Custom Software Development,Web Design","10,30,25,15,10,10","""They are skilled developers that are flexible and friendly to work with.""",https://www.robosoftin.com/contact?utm_source=clutch&utm_medium=marketplace&utm_campaign=clutch&utm_id=clutch+profile,https://clutch.co/profile/robosoft-technologies
Fortnight,Product Design,🏆Award-winning App Studio. ✅ Fixed-price quotes,4.7,38 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"London, United Kingdom","Product Design,Mobile App Development,UX/UI Design,Branding,Web Design","10,55,15,10,10","""They really went all out to deliver an incredible piece of work.""",https://www.fortnight.studio/clutch/uxui-design?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/fortnight
LookFar Labs,Product Design,Product Design & Development,4.8,19 REVIEWS,No,"$50,000+",$100 - $149 / hr,10 - 49,"New Orleans, LA","Product Design,AI Development,Custom Software Development,IT Staff Augmentation,Mobile App Development,UX/UI Design,Web Development","10,15,15,15,15,15,15","“Their response time is quick, and their members are knowledgeable.”",http://lookfar.com/labs?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/lookfar-labs
Appetiser,Product Design,We help you build a unicorn. Together!,5.0,20 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"Richmond, Australia","Product Design,Mobile App Development,Custom Software Development,UX/UI Design,Web Development","10,60,10,10,10","“Along with an enthusiastic team atmosphere, they really add a personal touch.”",https://appetiser.com.au/app-development-partner/?utm_source=clutch&utm_medium=referral&utm_campaign=clutch-profile,https://clutch.co/profile/appetiser
Evolve Collaborative,Product Design,A Collaborative Agency,5.0,5 REVIEWS,No,Undisclosed,Undisclosed,10 - 49,"Portland, OR","Product Design,Branding,Digital Strategy,UX/UI Design,Corporate Training & Coaching,Packaging Design","20,20,20,20,10,10","""The thought partner we have in this team is incredible.""",https://evolvecollaborative.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/evolve-collaborative
Orizon Design,Product Design,"App design, Websites, Brands, 3d & Webflow landing",4.8,27 REVIEWS,No,"$25,000+",$100 - $149 / hr,10 - 49,"Montréal, Canada","Product Design,UX/UI Design,Web Design,Branding,Mobile App Development,Video Production,Web Development","15,25,20,10,10,10,10","""They have a very methodical workflow that produces amazing designs in a very short time.""",http://www.orizon.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/orizon-design
Magora,Product Design,PRODUCT DEVELOPMENT TAILORED FOR YOUR BUSINESS,4.7,60 REVIEWS,No,"$50,000+",$50 - $99 / hr,50 - 249,"London, United Kingdom","Product Design,Custom Software Development,Mobile App Development,Web Development","10,30,30,30","""Magora's team provided valuable insights, and we were pleased with the overall outcome.""",https://magora-systems.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/magora
LION+MASON,Product Design,Digital Product Design & UX Agency,5.0,4 REVIEWS,No,"$10,000+",$100 - $149 / hr,2 - 9,"London, United Kingdom","Product Design,UX/UI Design,Web Design","45,45,10","""They were creative problem solvers, even when dealing with complex systems for professional audience.""",https://www.lionandmason.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/lionmason
WorkingMouse,Product Design,"Your vision, our expertise",4.8,10 REVIEWS,No,"$50,000+",Undisclosed,50 - 249,"Milton, Australia","Product Design,Custom Software Development,Mobile App Development,Enterprise App Modernization","17,50,17,16","''The process was great, and the deliverables were exceptional.''",https://workingmouse.com.au/?utm_source=Manifest&utm_medium=Regular&utm_campaign=Non-starter,https://clutch.co/profile/workingmouse
Tinloof,Product Design,Web Design & Development Agency | Shopify Experts,5.0,23 REVIEWS,No,"$10,000+",$100 - $149 / hr,2 - 9,"Berlin, Germany","Product Design,Custom Software Development,E-Commerce Development,Web Development,Branding,Mobile App Development,UX/UI Design,Web Design","10,20,15,15,10,10,10,10","""They have a great work ethic, making sure they deliver the highest value.""",https://tinloof.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/tinloof
Black Antelope,Product Design,Design and Engineering-Focused Creative Agency,4.9,19 REVIEWS,No,"$25,000+",$100 - $149 / hr,2 - 9,"Seattle, WA","Product Design,Web Development,Web Design,Custom Software Development,E-Commerce Development,UX/UI Design","10,25,20,15,15,15","""They're responsive to my needs.""",https://www.blackantelope.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/black-antelope
Fivecube Agency,Product Design,"UX/UI Design for Web, Mobile, SaaS",5.0,20 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"L'viv, Ukraine","Product Design,UX/UI Design,Web Design","20,60,20","""They are an excellent agency.""",https://fivecube.agency/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/fivecube-agency
Sixzero Design,Product Design,Thoughtful UX Design for Growing Enterprises,5.0,3 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"North Vancouver, Canada","Product Design,UX/UI Design","30,70",''It was wonderful to work with them because they had a fantastic response to feedback.'',https://sixzero.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/sixzero-design
WANDR,Product Design,Product design experts specializing in B2B SaaS,5.0,26 REVIEWS,No,"$25,000+",$150 - $199 / hr,10 - 49,"Los Angeles, CA","Product Design,UX/UI Design","10,90",“They have a lot of experience in strategically and systematically doing design work.”,https://wandr.studio/,https://clutch.co/profile/wandr
Undabot,Product Design,Mobile and Web apps custom development company,5.0,28 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"Zagreb, Croatia","Product Design,Mobile App Development,Web Development,Custom Software Development,UX/UI Design","10,30,30,15,15","""Their performance was impressive.""",http://www.undabot.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/undabot
CODE/+/TRUST,Product Design,Trusted Co-founders in Tech,5.0,6 REVIEWS,No,"$25,000+",$150 - $199 / hr,10 - 49,"Mount Pleasant, SC","Product Design,Custom Software Development,UX/UI Design,Business Consulting,Mobile App Development,Blockchain,Enterprise App Modernization,Web Development","10,30,20,15,10,5,5,5",“CODE/+/TRUST can build an idea into a test platform and take it to market; they know the whole process.”,https://codeandtrust.com/contact/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/codetrust
QClay,Product Design,We Create Everlasting Designs. Check Our Portfolio,5.0,27 REVIEWS,No,"$10,000+",$100 - $149 / hr,50 - 249,"San Francisco, CA","Product Design,UX/UI Design,Web Design,Branding,Web Development","10,30,30,15,15","""It's been a great dynamic between our product owner and the QClay team.""",https://qclay.design/?ref=clutch,https://clutch.co/profile/qclay
500 Designs,Product Design,"We create impactful apps, branding & websites",5.0,25 REVIEWS,No,"$25,000+",$100 - $149 / hr,50 - 249,"Irvine, CA","Product Design,Branding,Web Design,Advertising,Digital Strategy,Marketing Strategy,UX/UI Design","10,25,25,10,10,10,10","""This team is unique — they are all engaged, authentic, and talented.""",http://www.500designs.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/500-designs
Fullsend Solutions Inc.,Product Design,We build and design best in class software.,4.8,9 REVIEWS,No,"$10,000+",$150 - $199 / hr,10 - 49,"Santa Monica, CA","Product Design,Web Design,UX/UI Design,Custom Software Development,Mobile App Development,Web Development","15,30,25,10,10,10","""Working with Fullsend was a game-changer for us.""",https://www.fullsend.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/fullsend-solutions
Luminary,Product Design,Digital Agency - Australia - Making digital bright,4.7,8 REVIEWS,No,"$25,000+",$100 - $149 / hr,50 - 249,"Melbourne, Australia","Product Design,Web Design,Web Development,Digital Strategy,UX/UI Design,Application Management & Support,Content Marketing,Conversion Optimization,Custom Software Development,E-Commerce Development,IT Strategy Consulting,Mobile App Development,Search Engine Optimization","10,15,15,10,10,5,5,5,5,5,5,5,5","""We felt Luminary was part of our team, which was exactly what we were after.""",https://www.luminary.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/luminary
Inventive Works,Product Design,Custom Software Product Development,4.9,23 REVIEWS,No,"$25,000+",$100 - $149 / hr,10 - 49,"Manor, TX","Product Design,Custom Software Development,Web Development,IT Strategy Consulting,Mobile App Development,UX/UI Design","15,20,20,15,15,15","""I would tackle this project with them the same exact way should we do it again.""",https://inventive.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/inventive-works
Tanooki Labs,Product Design,Technical Cofounders for Hire,4.9,5 REVIEWS,No,"$50,000+",$150 - $199 / hr,10 - 49,"New York, NY","Product Design,Web Development,Mobile App Development,Web Design,Recruiting","20,35,30,10,5",“Their team has helped us maximize the outcome for success for both of us.”,http://tanookilabs.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/tanooki-labs
Singlemind,Product Design,Software Development Consulting,4.8,17 REVIEWS,No,"$75,000+",$150 - $199 / hr,10 - 49,"Portland, OR","Product Design,Mobile App Development,UX/UI Design,Web Development,AI Development,Application Management & Support","10,30,20,20,10,10","""SingleMind also did a great job communicating progress and setting clear expectations.""",https://www.singlemindconsulting.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/singlemind
Propane,Product Design,Fueling digital transformation,4.7,12 REVIEWS,No,"$10,000+",$100 - $149 / hr,10 - 49,"San Francisco, CA","Product Design,Web Design,Web Development,Branding,Digital Strategy,Search Engine Optimization,UX/UI Design","10,30,20,10,10,10,10","""Propane was highly responsive, collaborative, professional, and easy to work with.""",http://www.propane.agency/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/propane
